דיהרנפרט	-1
פאנעוועז	596130
גרבה	-1
מוסקבה	524901
סט. פטרסבורג	498817
וילנא	593116
ברלין-שרלוטנבורג	593116
בבל	98182
פרנקפורט אדר	2925535
נתניה	-1
אודססא	698740
סלוצק	-1
נירן בורג	2861650
מעזירטש גדול	-1
ורנקבורט	2925533
פראנקפרט	2925533
סאטו מארע	-1
באהסלב	-1
"פא""ס"	-1
בוקורישט	683506
קלוזש קלויזענבורג	681290
פראנקפורט א' מ'	2925533
ראדוויל	-1
מאנשעסטער	-1
בוענאס-אירעס	3435910
דראהביטש	709611
ני יורק	-1
גליניאני	702550
מוקאטש	700646
וניזייה	3164603
"פרנקפורט ע""נ מיין"	2925533
מיהאלעוויטץ	-1
וורשוי	756135
סופ'ייה	727011
וארשע	756135
מאסקוויע	524901
מאנטריאל	6077243
קצנטינה	-1
פעטראגרד	498817
האג	2747373
ליססא	3093524
ווילהרמרשדארף	-1
בואינוס אייריס	3435910
נייטרא	3058531
פולנאי	-1
ברדיטשב	712441
קארלסרוהע	2892794
קלוזענבורג	681290
ציריך	-1
מודינא	6541461
נו יורק	-1
ברוקפיעלד	-1
לידה	2751773
וורשע	756135
געטינגין	2918632
"ס""ט פטרסבורג"	498817
קושטאנטי	-1
מוגאדור	2549263
ווראשא	756135
הג	2747373
בודפשט	3054643
אנוירשה	2803138
יאווארזנא	-1
לאשצוב	-1
לובאטשוב	-1
באריס	2988507
בערעזנא גדול	-1
פיעט ...	-1
סוואליווע	-1
מעזריטש	-1
ברלין תל אביב	-1
קושטאנטינא	-1
הורדאדנא	627904
בערעגסאס	712423
"פפד""מ"	2925533
טיהינגן	-1
לפסיה	2879139
יאהאנניסבערג	-1
"פפענ""מ"	2925533
קוסטאנטינה	-1
רעדלעלהיים	-1
גוזלוו	688105
טריאסטי	-1
לייפסיג	2879139
גיססן	-1
בודפסט	3054643
רמת יוחנן	-1
קאטאוויץ	-1
לינעוול	-1
עוופאטאריא	688105
קרוטושין	-1
הנאפר	2910831
עאליה	-1
קאפענהאגען	-1
סיגוט	667227
צאנז	-1
הורדאנא	627904
קוסטאן	-1
ארם צובא	-1
קופנהגן	-1
וורשווא	756135
גאלאנטא	-1
דירהנפורט	-1
קיירי	-1
קונסטאנטינופולה	-1
באקארעשט	683506
טשרנוביץ'	-1
ויניצאה	3164603
קושאנדינא	-1
סופיא	727011
ייאמבולי	-1
קלעא	-1
גוזלוב	688105
יוופאטורייא	688105
אלקהירה	360630
ווילהרמשדארף	-1
לנדן	2643743
באלטימארע	4347778
פיטסבורג פא.	5206379
אמסטרדאם	2759794
קיניגשבערג	554234
ראגענדארף	-1
יוזעפוף	-1
קיירה	360630
פיטריקוב	756135
בענדין	-1
טשרנאוויץ	-1
תוניס	2464470
קליבלנד	-1
ווינה	-1
בוקרסט	683506
צ'רנוביץ	-1
טראבלס גרב	-1
ארג'יל	-1
בענדר	-1
בראילוב	698740
מנסשתר	-1
גלאגוי	-1
בולגראדו	792680
ייאסע	675810
גטבורג	2711537
מעזיבוז	-1
טירנור	3057124
אורטה קייואי	-1
בווינוס איירס	3435910
באג'דאד	98182
קרימוני	6541851
ברדטשב	712441
זסלב	-1
וויטצען	-1
אטוואצק	762788
לאחוויץ	-1
ברלין-שרלטנבורג	-1
קנטאבריגיא	-1
שאראי	-1
זאמאשטש	753866
בודא-פעסט	3054643
אוסטרובצה	-1
בריסל	2800866
בסיליאה	2923544
פראנק פורט דאדר	2925535
דעברעצען	721472
קוסטנטינא	-1
ניו יארק.	-1
רדום	760778
טשענסטאכאוו	7532537
ס' פטרבורג	498817
אראדעא רומניא	671768
שלוניקו	734077
איסטאמבול	-1
קונסטאנטינופלי	-1
קוספלי	-1
קונסטאנטיפולה	-1
אליקסאנדריאה	347342
קאנסטאנטינופלה	-1
בוענאס-איירעס	3435910
שאלוניק	734077
סטאמבול	-1
קוסנסטאנטינופלה	-1
מעמעל	598098
בוקאריסט	683506
"קאב""אלה"	734077
טיסאלוניקו	734077
קיב	703448
פאדובאה	3171728
פירנצי	3176959
וואיצען	-1
נעוו יארק	-1
טיסאלוניקיי	734077
פ'יליפפופולי	728193
קולונייה	727011
סופייה	727011
סופי'ייה	727011
פריסבורג	3060972
סאראייב'ו	-1
גראססוארדיין	671768
קעשינעוו	-1
אויבערווישא	-1
הלברשטט	-1
מנשסטר	-1
קונסטאנטינפלה	-1
פיליפופולי	728193
אזמירנה	311046
סעיאיני	-1
קארלזרוהע	2892794
סופ'ייאה	727011
זאלק'	-1
טאטאר באזארג'יק	-1
קושטאנטינופולי	-1
סילאדי-שאמלוי	-1
קושטנאדינה	-1
תסלוניקי	734077
ברסלויא	3081368
עדן	-1
גראסווארדיין	671768
תיסאלוניקי	734077
טורנו סיווירין	678817
סט' לואיס	-1
פאס	-1
שנגהי	-1
פאדגוזע	-1
האננאפער	2910831
ורנקפורט דמיין	2925533
וויניפעג	6183235
מאינץ	-1
קישינעוו	-1
קושטאנדינא אורטה קואי	-1
באטשאן	-1
מילהויזן	-1
פולטוה	696643
קסאנטי	-1
סטאניסלוי	707471
דובנא רבתי	709540
אתינא	-1
שקלאו	3067696
פאדגרוזע	-1
קאונע	598316
ריוא דטרינט	-1
מגדיאל	-1
פרעמישל	761168
לונדריס	2643743
אלטדורף	-1
מאלעניטץ	-1
אדעסע	698740
קונספלי	-1
ליאורני	-1
אמטשרדם	2759794
"ס""ט פעטערבורג"	498817
מעלבורן	-1
צפון ים המלח	295458
אפיקים	-1
